DBN,School Name,Curved Teacher Improvement,Teacher Improvement
84X553,New Visions Charter High School for the Humanities,0.69557198,0.75
84X554,New York City Montessori Charter School,0.536917163,0.675
84X703,Bronx Preparatory Charter School,0.702941176,0.702941176
84X704,KIPP Academy Charter School,0.780769231,0.780769231
84X705,Family Life Academy Charter School,0.718821791,0.784210526
84X706,Harriet Tubman Charter School,0.823779542,0.832142857
84X717,Icahn Charter School,0.690556107,0.807692307
84X718,Bronx Charter School for Better Learning,0.734375579,0.757446808
84X730,Bronx Charter School for the Arts,0.638478055,0.648275862
84K888,Achievement First HS,0.838983051,0.838983051
84K969,Uncommon Preparatory Charter High School,0.451622919,0.847058824
84K979,Uncommon Charter HS 2,0.733916261,0.897560975
84K989,Achievement First University Prep,0.89014123,0.904615385
84K999,Uncommon Charter HS,0.915789474,0.915789474
84M888,Harlem Village Academy HS,0.815384615,0.815384615
84M999,KIPP NYC College Prep,0.812162162,0.812162162
